design_id,altruism_response_gamma,altruism_satisfaction_slope,altruism_satisfaction_theta,break_even_distance_common,election_impact_on_mutation,known_cells,mu,participation_alpha,participation_beta,participation_signal_clip,participation_signal_group_shrink_k,puzzle_local_kappa,puzzle_shock_prob,reward_rate_personal
10,0.9274974948391592,6.860380711817541,0.7155709402459478,0.549818659577641,2.2986430254856285,16.0,0.23976092021025133,0.12676446320298063,5.1228524834586,0.28442508228507124,3.524267650380805,99.2629145784527,0.05807745944839375,0.25047777166646173
11,0.9446042368009339,8.515131647029076,0.719945488230662,0.4569856971439574,1.4752046952076447,16.0,0.13182642376561005,0.1327391668461998,5.155801239621188,0.30637474346466254,2.9344289724550086,90.88415954029581,0.05536356284041338,0.23456659780056602
12,0.5852528256504693,7.629353426480616,0.6413829138381166,0.5452763524466121,2.6744848646650468,14.0,0.17002478957490758,0.11621222362546836,5.075602913485443,0.2873660020418139,3.7665107630607904,101.26751839250062,0.06996191583920258,0.23477476920254745
13,0.7793928781808674,8.53016581675685,0.6983667028126678,0.4620401140725361,1.768576060544664,13.0,0.12443163201204775,0.12841415851807508,5.387701275105313,0.28729368647110515,2.3945893149231763,109.68537405031846,0.07067882220140037,0.24157797789165666
14,0.6180400188790642,6.128531795232504,0.7050917096829585,0.5419870493476759,1.9423636329882576,16.0,0.2279228574600124,0.12009999531660738,5.136033722926921,0.3583634516734195,2.9963526628862125,102.48913800128292,0.05037954315706853,0.2599883891025715
15,0.7869458046869409,6.1349821549694505,0.7032731439614135,0.4637037514072231,1.3898461475391581,16.0,0.2546959757452162,0.12776346330089045,5.260170552666678,0.37588463906160674,2.7848801105427667,85.32890374133962,0.06722435609525965,0.2310895690895726
16,0.5499648818233662,9.68701773589003,0.6434841932819825,0.45351678731706724,2.703365348517386,15.0,0.2057491480181663,0.12786242720876842,5.277010299718509,0.33091109471828317,2.3563099940888526,92.55684529783383,0.06916628743818236,0.2301913850686004
17,0.7535711699107903,5.500902843716309,0.6669396497247062,0.521714201437203,2.9191946853068673,11.0,0.22649853037419698,0.12272416517743873,5.101363229679609,0.34827904185234226,2.3207222450750393,90.81566710087455,0.0508947094858855,0.25423339072788687
18,0.6602453335395204,7.175564300142833,0.7420619233706212,0.4544473218672292,1.6034585846949276,12.0,0.2574670542152669,0.12185414448118764,5.308021449239103,0.27447971979601216,2.247654377676529,122.47733022004941,0.05618931757409763,0.25464973608552427
19,0.9634512956137219,10.34724632840683,0.7581260401502432,0.4952034727034935,3.0047598011913594,14.0,0.27930019732027134,0.11557270878601458,5.303656251181254,0.34543133961804523,1.7866276579045257,85.77334650497524,0.0581986339938087,0.24542996249383997
20,0.6868544307606755,7.192697103803968,0.6667978392578258,0.514416162216294,2.647032139212204,14.0,0.13557909394982115,0.11660397216305723,5.2313302266321635,0.33885862972052627,3.553915111736738,113.64237986492185,0.04771552167946329,0.2513806167062199
21,0.6974619941900538,5.033671147470473,0.6886588203854727,0.5249090853193938,1.5696007897328508,16.0,0.14754051861200845,0.12849829139031413,5.350508859272011,0.3622551662196063,2.6468914896263707,90.65924024507652,0.04546464075496291,0.24701653214712532
22,0.6500635774100538,8.029080934474345,0.7347865744306371,0.4776811644013325,2.045939957863954,16.0,0.25501325639579053,0.12837975232754384,5.07801514282866,0.3263638519781099,3.2052380390226967,112.78366995296543,0.062401458140943986,0.24481302490632678
23,0.5981073445662037,6.362036968798515,0.6487618897243631,0.47824753973657924,2.615980705751703,14.0,0.2949770759062298,0.1298590662750082,5.3775173152985385,0.3459919431576172,2.901078177526848,111.32552321357844,0.055917841031193696,0.2567085851015491
24,0.6280550947026833,5.524306168626582,0.7313416995738292,0.45968419267555316,1.7092912292088702,14.0,0.23901157272359483,0.11551710652975752,5.377855463782443,0.3404845996249699,3.448650061430212,88.15967269716326,0.050445504955659075,0.24979188054140392
25,0.6972100120340421,7.472337983126835,0.7072467001490829,0.5239363925351891,2.3297077868450646,12.0,0.10349232345051554,0.11530272700230722,5.224891783486697,0.3436582702584673,3.5439558524775165,100.06161401104029,0.05738575830818035,0.23667339339203478
26,0.5942558258162474,6.799752534529951,0.7210579588106737,0.5373007590688516,2.161423409389531,13.0,0.27165342345013643,0.12851783377346052,5.0048998036342764,0.32893491681842335,2.2567921250593312,92.30239287020878,0.04535083365934661,0.2520786042668802
27,0.7779028365936511,4.9845466038605295,0.7593405933543705,0.48927463570474117,2.642101317187767,15.0,0.29992981424692333,0.12419484564638833,5.175728809689701,0.2903348099148823,2.700701086466762,101.39320057570541,0.0774454568638305,0.24923084448941416
28,0.9163413157715676,8.673393510101704,0.7433547993223669,0.5079771006887172,1.894599977589075,11.0,0.10079352299738153,0.12605044380464867,5.206463985105451,0.2903334292762017,3.3921806848765303,119.40495255145512,0.06794005592498348,0.23740667019087297
29,0.8980240358061082,6.077142686624804,0.7138760231378622,0.5053176606217714,1.6174578596616132,14.0,0.22082214367271924,0.12859492591119964,5.1427797594965465,0.3983619333890015,2.755626016643138,120.52706563548085,0.06360078483025235,0.24246916047673367
30,0.8991305821360283,7.414295265203308,0.6502435936593519,0.5466894651759319,2.9594467819425514,14.0,0.16266384620197788,0.1203377731638208,5.104329084490006,0.317210709737515,1.7120320680077146,101.7350148012477,0.07149469909877877,0.2400710921092073
31,0.6571381165920057,6.584014044443577,0.6834717279199526,0.5398659595008118,2.4131340588753822,13.0,0.17663452359759732,0.1118457158375399,5.07063212799472,0.2864905937405747,3.7279199586136818,122.60980390889017,0.04570556182523637,0.23040762084950042
32,0.5657556632749345,8.072295423262222,0.7283911655093086,0.5213880956253502,2.241826022246073,15.0,0.20635512624374983,0.11932785877036445,5.267905906405508,0.38508592811517095,3.0978429819725997,107.96990947439129,0.04613718711102692,0.2435932810256145
33,0.7961366462129346,8.882931715972,0.715466907914348,0.46110695435871796,2.4894088835971964,15.0,0.2821920986519211,0.13480266059603432,5.1397632061574265,0.30484038516128964,3.493624168476301,104.82598931293793,0.05644672756976778,0.24678315798802336
34,0.6290688651075993,6.959814705886362,0.7304288156128822,0.46314110729082214,2.5547524987298447,15.0,0.2530858715512729,0.11423384591309138,5.2161593409796465,0.35545661227580927,3.7623874838326996,85.21665012930428,0.0412707490734724,0.23577076231391683
35,0.5329133648943034,5.158784610270427,0.7567705836308751,0.5414292838119146,2.6734548572327106,15.0,0.12985032768470123,0.12222497775300466,5.268203779628571,0.35701941265385106,3.3548993485122347,112.00453249854496,0.04763914246015411,0.25569345299074697
36,0.8053417622879182,10.108504776125388,0.7201264399188794,0.49341279251708053,2.5307259712218424,16.0,0.2782542524506426,0.11297830578516721,5.334356495925464,0.28280600573918835,3.156774112747102,116.88929068478929,0.06358336163658106,0.235798218945573
37,0.6990143415878987,8.529105601289077,0.6789508072538152,0.5428884297308689,1.7913644344787854,13.0,0.2263916870131392,0.12920702196138573,5.042788741304825,0.3939323971570162,2.7550959590472113,95.56152416178493,0.06073075059799567,0.25732977365189946
38,0.6107907328256261,9.9930979241194,0.6876024280721122,0.454719372357074,2.70714090118007,15.0,0.21852600030301048,0.12017538059992992,5.061494027701819,0.37212778069078284,3.252842985799474,98.19832431632138,0.05048038076628829,0.2547627160896091
39,0.5005884330726025,9.645547534556615,0.6501810402764036,0.4794283394626189,1.2000856899497065,12.0,0.2498220024790667,0.11779909564906024,5.206878403608982,0.27560098405713596,2.020437089722313,115.41160279401865,0.04422429868001402,0.2339787609110733
40,0.6978454272267216,8.973005961738032,0.7599697025801941,0.47853733559042905,2.4321807555642447,16.0,0.28556317817180626,0.11569651638650208,5.078565677313371,0.39833249391029835,3.254375296543401,108.14157521517552,0.04360444960674034,0.24744112122863282
41,0.5360620161752494,8.593417659806557,0.725830398732642,0.4777207658326216,1.2027424496451051,16.0,0.12958341997024378,0.10902968792677248,5.369206272602025,0.27009700206445614,3.6599718106504597,93.97217482246087,0.0486750705915881,0.23581945841086493
42,0.5205461265486782,4.831096247265498,0.7461964695048399,0.4717939629013943,1.6958855108115234,15.0,0.2163277434838879,0.1281005607993159,5.3168633079666385,0.2873801030566172,1.7795074785580853,96.50943167689593,0.05025050452830428,0.2522900254305772
43,0.9929780981592309,10.229870142846242,0.659950113844618,0.46335354001948764,2.1541969242074925,13.0,0.2462511911137601,0.13054229088724417,5.050558410116783,0.2896830683993711,3.293178082402302,105.9876245063427,0.06895971018107244,0.232450240685004
44,0.9257064535793995,6.250841709796822,0.6884624729915536,0.4773295939006365,2.590884789385285,14.0,0.11735475993091936,0.11447223768219995,5.051247928530177,0.2862281729036819,2.084354668395224,104.33524424710797,0.05907397705885023,0.23176294700611708
45,0.8747574590896485,6.180459454540775,0.660752196528075,0.48732446626917475,1.471995246389773,14.0,0.22650534885767065,0.10945383750027915,5.371352660521447,0.3237972562702127,2.6042736488236544,85.79343941150034,0.0683391140593719,0.23638894765641025
46,0.8844302028866253,5.860872826827937,0.7269380319721253,0.47758059791222,1.9235348814013182,12.0,0.22680841175723798,0.12153856348227685,5.0263519100976515,0.28388396735290056,2.2398909476942754,109.86108033543167,0.07758069367325644,0.24610108726512847
47,0.9595488029970234,7.862620951338108,0.7142035406802887,0.48944752614387405,1.3767332238194718,16.0,0.16367415774052865,0.1263078364649735,5.029599625386263,0.3812192563494063,3.20773074587922,118.47543372825069,0.05912082052602505,0.2397134228271164
48,0.8796470063527586,9.6132849794674,0.7402626292810146,0.4576674182032705,2.0548151493451483,13.0,0.2581689574137649,0.13237096715354188,5.203351515950423,0.324279270965672,3.4755882564894063,119.05810051809569,0.07632732821621294,0.25591422236453465
49,0.6698969234260276,8.920732282383238,0.6881316892634703,0.5177489984375642,2.0468214442385415,14.0,0.2581464006244736,0.13502925141439123,5.055553296503891,0.28321822269092356,2.586040838333788,101.4076694234271,0.062983872693957,0.2429561946805347
50,0.9460630990391411,7.643350914314253,0.6916140522810946,0.5225527064500616,2.9330064838253587,12.0,0.24580545616041422,0.11189293581843103,5.170554493806886,0.3527567600684491,3.5866860438016617,99.83774619287087,0.04741739134563319,0.2479194551430321
51,0.9344997682454359,5.662165306429888,0.6437339399416283,0.5071285541754949,1.8201810424527733,11.0,0.2703677349498189,0.1330179225058064,5.3614516544191675,0.3934463200950294,2.550083405832511,111.58836903011179,0.05089954502666453,0.2425182712348038
52,0.6557168940071949,8.151740632507796,0.6951934388003114,0.45972961900814846,1.6417826422177555,16.0,0.11553206992541276,0.10935289961843378,5.013934497682021,0.3227674356131992,2.4949832660739535,87.86443769385131,0.07545231576128685,0.2539092138831716
53,0.9232838310307332,6.666691739412619,0.6601891641384536,0.46192273177259,2.8677916070624487,11.0,0.10000440546776163,0.12702289888528134,5.396838781239645,0.39059165870290646,3.55585158164579,98.91161099672786,0.0644555611417304,0.2510026084791058
54,0.7689484561302177,5.655226961797789,0.7509467925081134,0.4783032776317272,2.4332560669705288,11.0,0.1418852515000144,0.12204019311948339,5.275533742171889,0.2924300306613574,3.3162892669944095,85.78769251391114,0.06293214717529862,0.2526198015869922
55,0.8993249311400972,5.721989762580073,0.7489445224816059,0.4567893223279048,1.5652987906161564,12.0,0.11408205167023554,0.13112072508183198,5.128476383609916,0.29873301804903046,3.2073413973376743,114.37712047677365,0.06509078327504354,0.24824763858516682
56,0.9775358105125164,6.397260653326111,0.7232752075866011,0.5301616475958051,2.655353871294304,14.0,0.2401848385655128,0.11548492171977709,5.128237739470351,0.34425254354729107,1.9395215829506163,111.46840523537202,0.060239020846413666,0.23939061723823127
57,0.9255063642733917,5.208406704741189,0.739822351876452,0.5064568530728721,2.48666126847872,14.0,0.2939775980564764,0.1277669188949578,5.083742593438322,0.33133859591706616,3.7818779378679843,97.66358027927045,0.04372168567434369,0.2545149121325801
58,0.7879328798333203,4.665137932652021,0.7565412918644593,0.4516056998330872,1.9645983857922111,15.0,0.1531338438696447,0.13180479595889394,5.221708454671819,0.2866656606510205,2.6387317454285153,110.06876337124652,0.06762960495278647,0.25263790835226124
59,0.5314212512978187,5.491879670751343,0.7201864187937073,0.5416707541363417,2.113005232783779,16.0,0.2932522135908079,0.12769719419284223,5.086187683249521,0.3303378588220695,2.9056919467229667,96.12323674217183,0.04228342365041746,0.2409561062740616
60,0.6690853856225822,8.626598665159833,0.7375658870280369,0.5078249992720475,2.781422435277423,15.0,0.18735993450490393,0.13064997968658754,5.347308035095189,0.2741727487433804,2.9295599465794533,104.11126750866231,0.07857857411582428,0.24580089832632473
61,0.8707321484718993,9.787116266032903,0.6553331717084773,0.4845042456841455,2.7703702283446523,13.0,0.1341014283111385,0.12338612854034775,5.314897526811976,0.338345765187059,3.424067346361357,104.15461508313578,0.053683982189693426,0.238890651342014
62,0.6550069954756395,9.723021037276242,0.6983802664459244,0.5314038410945126,2.9844816823772735,11.0,0.23323461031614912,0.12312937035849283,5.101209746250602,0.31575073008623145,2.3977702535000986,106.01015577809613,0.048214186134216824,0.2411968875445393
63,0.6304576638946371,5.07552473848855,0.6800877289648507,0.4869400913278184,1.3052348730150949,16.0,0.14805053938438287,0.11993172828638587,5.320606181914287,0.347240011957052,1.8100191893784552,101.99269489224737,0.0776445836593267,0.244567979592678
64,0.5145470070633614,6.741717737717825,0.6843177246670569,0.5475405616091407,2.402952697605926,11.0,0.1599832560624378,0.12422563319647784,5.353409942411207,0.2917436660238546,3.0990453786767693,101.34057689502922,0.049680641139853494,0.24789611039626502
65,0.5908720373000367,5.712476318010902,0.6930549108746225,0.4662745854707112,1.6253463197447093,14.0,0.17717188370561607,0.10873749248800214,5.14198631604515,0.29563296480929524,3.0950748824318026,115.72654658618836,0.06659551447804471,0.2593995605081308
66,0.78815214310516,4.905407231677121,0.7394027333212769,0.5000423579861918,1.2029988481748946,11.0,0.2604216901936787,0.11533350743280825,5.082759178726454,0.32038041556768204,2.292791843913436,113.3109984570839,0.05847134277843072,0.23594583841500877
67,0.6454534368131264,8.796694765068516,0.6740528330035105,0.5275293513845865,2.582228371582003,15.0,0.21908316390355542,0.11303461276260043,5.17456765949549,0.3268428629775431,3.524891560909989,105.2623702822236,0.07055437620984902,0.25230537510758755
68,0.796132430929227,9.31923033243689,0.7038709777538154,0.47825468465700366,2.4722948183838964,12.0,0.2189365652909775,0.12131300891448257,5.320041538621805,0.36771707426943995,1.9228613828510874,105.95458330751332,0.06850304186462101,0.24080536150292645
69,0.8901497435566059,7.62976801361409,0.730504480603055,0.46069097131450976,2.126870558597827,15.0,0.26078922195653986,0.13370601739699584,5.270000685967557,0.3692658829363377,3.3953889845243292,114.67728986307381,0.054277951154510284,0.23228926119324012
70,0.6173107152190958,4.703244068208081,0.7539260840008908,0.525274986517638,1.8428412673989791,14.0,0.11000526448669706,0.11265998814110366,5.151682821901079,0.39695232908185735,2.1609973422269455,101.18256562319172,0.041716416591410205,0.23905206411849964
71,0.7543261191289825,4.961917761258405,0.6811326500755212,0.5428271640404192,1.9507429888698606,16.0,0.2537684773057485,0.13401171391541997,5.134045732964863,0.33277335559207455,2.68198255217482,85.2503515471837,0.04383680672632415,0.2597162485513271
72,0.5244535058401003,5.8288996696766215,0.6858461303974528,0.4838803372240005,1.7191922947193825,14.0,0.24302110565245008,0.13433437955823613,5.263256857138051,0.39960818429384215,2.5569574828796733,106.21498139809171,0.04069651489279504,0.23999918621809263
73,0.6225018656918682,6.399970454006851,0.7177303500689632,0.46316451565285754,1.6901238598790886,14.0,0.2859854883819962,0.13292175654900124,5.0638754244837,0.32454881758228005,1.9474791268918754,110.74238884334174,0.058484042822552824,0.24210393284419118
74,0.8284254655359697,10.039613372733836,0.648099020355917,0.4701632420284676,2.055245880293395,14.0,0.15035560021241473,0.13184343150591246,5.096140386867296,0.33343801538069723,3.493895174002399,117.72990853809344,0.0569215097991049,0.2325092130077382
75,0.5337785725553497,9.971018156893479,0.744162377970952,0.5423493562583599,1.1779219326245385,14.0,0.24629122674713144,0.11191466934159396,5.387679900070752,0.2902726279172944,3.360965536143911,109.77596436797455,0.06892823235916692,0.24877974045655143
76,0.7720119573461237,6.165109293514591,0.6843018051572085,0.5190671131583908,1.9508821232518356,13.0,0.26185638919956666,0.1212639691556599,5.225601374770876,0.31314395442603987,2.617745497511086,110.38668454249394,0.043613078822136386,0.2587482424992824
77,0.9023503432429648,5.146657185348611,0.7070570994998184,0.5241172252702537,1.9092953836487683,14.0,0.10281202848681358,0.1114906654802573,5.200552243577029,0.3615636617418182,1.9970600340907725,105.14275233889055,0.07940202458310625,0.23815698644406633
78,0.9559362231145667,8.166702891436827,0.708361378976145,0.47648819245253343,2.5131732437914005,16.0,0.20681342035642686,0.11776759261643836,5.314934499390184,0.35668916592517425,1.7540603245214528,94.404921433997,0.045081969071481154,0.24897695973362333
79,0.9659237666795855,5.904709007751997,0.6406957179457611,0.5300874791406625,2.58456564604019,15.0,0.20939418831756407,0.12028599927649407,5.189581566779083,0.34721401220371384,1.6622383892609134,117.6787532469476,0.05235405678290759,0.25072873402832563
80,0.8825197823591042,10.218438504828185,0.7087088554558988,0.5439500900424177,1.2952709687689914,15.0,0.14709109506924206,0.12417555820935139,5.299450320143949,0.37413897867402685,3.173844396096902,105.54564784528215,0.04750676253777964,0.25222707808603173
81,0.6636632934339377,4.895103923170285,0.6915162981107743,0.5278087602171393,2.169441255851787,16.0,0.143053817136912,0.10875043131654426,5.204827400394237,0.35630808476920317,3.553810665769503,121.76606095267073,0.07905405129496547,0.24763722188018308
82,0.9411116954722047,9.380159217582822,0.6636630921102652,0.4734039323519916,2.72096892508497,11.0,0.19815911467170874,0.12367132825318163,5.302171032125748,0.2888506780032973,1.8568877754383037,95.46696805809486,0.06478253083438879,0.23073093245361112
83,0.9835045848579173,5.083949172863391,0.6639709000816384,0.5236063996190958,2.919163560028303,14.0,0.1895785056566903,0.10849174756447866,5.1103606398136305,0.3977862790643263,1.7296644220146498,124.73586142996885,0.048210782668501186,0.2513591522819666
84,0.9466076755186728,5.464948299874539,0.6481104182444751,0.5178413213075712,1.4582725554810008,14.0,0.17854206551009716,0.12155503329281023,5.332441819836399,0.38874048701681496,3.5322787542003806,113.760193124425,0.05487134835640119,0.23820413549742683
85,0.7162129166806399,9.079341837504966,0.6887895906363403,0.46016014139309014,1.3289742612601916,15.0,0.2769979980653158,0.12407724232288597,5.006430519797162,0.3328607558016204,2.3792665949115595,86.2607745020366,0.041959592105307045,0.2536113955215019
86,0.5447133708194429,7.38783752167579,0.7208553972315423,0.5246601721467766,1.6609786610792499,12.0,0.17105797932869476,0.13248268713568775,5.294244554543472,0.2731084363555818,2.5860306468863725,100.86815926798741,0.0571103289671455,0.23974056466059976
87,0.5340855812368945,8.823393778370939,0.6824990929561022,0.5469152956245511,2.392659072476306,13.0,0.20888650158591424,0.10965441852653725,5.086879703988766,0.3071679308536754,2.042901926564857,89.86581280690437,0.06891409168104234,0.2505535324308582
88,0.8653624772317469,6.275465134951372,0.7297437433733847,0.5434196540884486,1.3542352279564753,15.0,0.2829368945453312,0.13492034790328672,5.221018845228722,0.3433562758749993,2.819093213672227,100.39935883850305,0.052353371622942735,0.2560134765705798
89,0.606197429635883,10.126001694045717,0.6681699752028,0.5083987457301463,1.393512802097882,16.0,0.1505697303387887,0.12772902073160597,5.074343831019675,0.280372098682638,2.289898436449555,120.86021488362005,0.07947767790847651,0.24226437721870495
90,0.940601006616762,5.187540958488144,0.7186122659797786,0.47606618940640416,1.6676970307943002,14.0,0.16367080216332114,0.1330088244249498,5.088084199199431,0.318969043445273,1.7420290303952415,97.72759904939566,0.07814972588392656,0.25223499237499564
91,0.6654017043027647,8.592246482883954,0.7438957537420094,0.510273087998712,2.2805469072588602,15.0,0.25593663223950336,0.12694445866342102,5.166377641090706,0.29582137607873765,2.4177201363164675,113.81725054225579,0.05910640256826737,0.24128336848854617
92,0.5701034897451811,9.764546181789813,0.6715378264551974,0.5160330777299215,1.8462283599068023,14.0,0.21811644431357397,0.11451719453879315,5.287436238014816,0.29387310964214763,2.46248586703619,111.05805366506209,0.06742685442832971,0.23090669439253725
93,0.8629375358430786,5.072188963538808,0.7332696222180864,0.5078083660892633,1.6286139752525517,11.0,0.10655613934452038,0.1355206316597335,5.197808920338396,0.37010240253657006,2.5293490165587156,105.16516597453464,0.07679671766959556,0.2584908970453375
94,0.8110951466618681,9.817579260977256,0.641339627297371,0.5140676810520116,2.396683063356939,13.0,0.19605773217617867,0.13403192055949045,5.1181536575837,0.27589517429811244,2.1313604440397054,97.28307921218652,0.04866395681510505,0.2514325848304314
95,0.7442512722408714,7.619060996494283,0.663992793551578,0.495535808724252,2.1571059965693244,13.0,0.1106964191880721,0.1083326336924063,5.021243336876033,0.35453058314966557,2.63239563592888,94.5777565673403,0.06002000568563609,0.2553173840557833
96,0.5863095810471419,9.858763690913266,0.645633476407301,0.5055732984290717,1.166386100988959,16.0,0.2504194441754862,0.11709128567904283,5.381298863399381,0.3617604397577067,1.6399648700572085,104.47110647334745,0.058467609921229874,0.24228846573484206
97,0.9141269114063408,7.582090203897767,0.7311049270600477,0.484246628171028,2.6204752706998344,15.0,0.257185080838794,0.12084080340327051,5.360975092529972,0.28344724855560666,3.4596456365364423,86.08370785605419,0.061698641015536786,0.2528401602970605
98,0.580088189635561,8.036017026778307,0.7421843881543051,0.5065749626678375,2.602006871895722,14.0,0.21931818114773338,0.1343528668980934,5.386948195490567,0.30353030184337765,1.7683736129862555,102.53495970512952,0.061401595613803546,0.2466405906010218
99,0.9512685721071317,5.180875659902163,0.6930726198888828,0.47734495219078354,2.7783004854113003,11.0,0.2953499724359674,0.13386223290106908,5.301769821981158,0.3935999498511756,1.7580785161822168,95.3620600427329,0.07815421656488927,0.2405220569540843
100,0.7147111095438271,5.170674529317161,0.7490992975592483,0.4828236193249461,1.4239564323121867,14.0,0.2533234262477946,0.12031559573683367,5.091274335329184,0.3059725597702732,2.4936634686419348,111.12137889212998,0.06706102159079366,0.23611350312271032
101,0.718693974367584,9.726740155510262,0.6603083888676164,0.4770752259912178,1.600007858530273,13.0,0.2007583463604965,0.11783724988414021,5.217916225698116,0.3490769965827199,1.7944738139226957,120.56871541497235,0.04538727032722467,0.25931250118465643
102,0.5619318960073632,8.482108233659392,0.7187022355332767,0.4910433061832219,1.3305206841416697,11.0,0.2739944212288301,0.11050924024203389,5.05685929411139,0.3063757162587936,2.372050067089936,90.95066959976441,0.06183966325527436,0.256079306822382
103,0.537934862499493,6.1555950267406,0.7370306676352467,0.5256785725575064,1.7804782403810757,16.0,0.26445613668794604,0.1178202427508443,5.256199860416675,0.30651536017843894,2.351626301441973,85.95579624315178,0.057942503942149726,0.24055141485657977
104,0.6921037602106429,8.375452404200033,0.6493987233452242,0.5459828435146286,2.2711461546820146,16.0,0.1668707127930801,0.11891067743133032,5.099264735270296,0.3873888114248386,1.8857146126908688,96.26085926090747,0.059961936961830664,0.24752865316436687
105,0.5764332167530966,7.897225113469031,0.7079258543174064,0.4988142521722223,3.0848515268298735,15.0,0.12150369590698912,0.10844719815677173,5.114228117561084,0.372615207960167,3.7625751182757345,123.70859400503792,0.04034611986583613,0.23731044521849456
106,0.8908769811792734,8.68426047213562,0.6811291040951029,0.5094220716813661,1.863382737942407,13.0,0.2955675101001606,0.13062461927514693,5.215967536198528,0.30707747836812027,2.665603107565892,94.02981577907676,0.056089787143579845,0.23118273216898078
107,0.8744602086657989,6.594078528080599,0.647414564363936,0.5140567155266156,2.627242710751849,16.0,0.1865910352259029,0.12332578303312103,5.107491865794959,0.3822660268700618,2.0662164919427815,93.34246261751491,0.04244736218233743,0.25069321812809064
108,0.7500790731079522,7.422091091579641,0.6562907005122843,0.4658744753492337,2.4950400656963634,11.0,0.17447454211766172,0.10818048547019826,5.304637773499311,0.29183488227816473,1.7260834495286923,109.15590034879793,0.04814482285660809,0.2558568052051667
109,0.8544949083573807,10.155062832163967,0.651456200396222,0.49684791578715787,1.3099578724327239,12.0,0.16243964314223983,0.13253396226693276,5.049116953767641,0.33088856616226514,2.130994227482438,111.00132872109015,0.0630794314909173,0.24418347479458077
110,0.6504156714532303,7.2280759820823475,0.7074435195415052,0.5323694580663292,1.9196590647925513,14.0,0.1732026807426234,0.12167002200114636,5.103695290931396,0.2941624600436056,3.608637368617729,94.08587988679554,0.06984864836502436,0.24236108404278117
111,0.7993710704129915,7.046291406752502,0.6400662344325608,0.4530443937802655,2.4127619252814956,13.0,0.19497710045536987,0.12625284802404085,5.205400434283975,0.30567137662306926,1.9942572635067313,123.73308510396672,0.07940622911330548,0.24902486224584677
112,0.6001556521585886,10.266417473218608,0.7280432216197339,0.5347108119142353,2.9727068189538723,16.0,0.23679528867212243,0.13330551606270716,5.007419879569183,0.39342679895852956,2.164720651698161,116.4497667295588,0.040240967683524226,0.2447858779315417
113,0.9942668144827886,5.613711371450472,0.658450051928738,0.5271929046435279,1.2649854066963178,15.0,0.25451525117566454,0.10967302588582803,5.344534381872211,0.34388416628870655,2.771566696700532,85.9330444795783,0.04319950745493888,0.2534744875097337
114,0.72740266822065,6.364932940906898,0.6834053465583803,0.4558637940588527,2.4492775376617324,13.0,0.10377917792445873,0.11873783312718288,5.131829482852547,0.2830030833211712,2.9838829086350747,120.86063732982537,0.057926578004230296,0.2444589115073653
